,Temperature_C
2002-06-01,-0.14
2002-07-01,3.96
2002-08-01,3.24
2002-09-01,-7.4
2002-10-01,-13.46
2002-11-01,-25.46
2002-12-01,-25.62
2003-01-01,-28.83
2003-02-01,-34.58
2003-03-01,-36.36
2003-04-01,-26.13
2003-05-01,-12.02
2003-06-01,-1.49
2003-07-01,5.42
2003-08-01,2.59
2003-09-01,-6.12
2003-10-01,-17.19
2003-11-01,-27.89
2003-12-01,-28.16
2004-01-01,-32.93
2004-02-01,-33.12
2004-03-01,-36.77
2004-04-01,-24.47
2004-05-01,-12.82
2004-06-01,-1.5
2004-07-01,2.87
2004-08-01,0.88
2004-09-01,-11.63
2004-10-01,-20.85
2004-11-01,-29.0
2004-12-01,-33.28
2005-01-01,-31.67
2005-02-01,-27.28
2005-03-01,-31.82
2005-04-01,-25.54
2005-05-01,-8.39
2005-06-01,0.62
2005-07-01,2.66
2005-08-01,-0.44
2005-09-01,-8.56
2005-10-01,-18.24
2005-11-01,-25.24
2005-12-01,-25.94
2006-01-01,-27.06
2006-02-01,-32.76
2006-03-01,-30.56
2006-04-01,-22.55
2006-05-01,-8.95
2006-06-01,-0.97
2006-07-01,3.82
2006-08-01,-0.57
2006-09-01,-5.67
2006-10-01,
2006-11-01,
2006-12-01,
